Niveau_0;Niveau_1;Niveau_2;Niveau_3;Niveau_4;Niveau_5;Niveau_6;Niveau_7;Niveau_8;Niveau_9;"Identifiant";"Type";"Microthésaurus";"Statut";"Définition";"Note d'application";"Synonymes";"Relatifs";"Fiches associées";"CIMU_ID";"LANGUE_ORIGINE";"H&S_Label";"URI_DBPEDIA";
;;;;;;"112.121 Pendant rattles";;;;"LEXICON_00000044";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when struck. Percussion results indirectly through a shaking movement executed by the player. Rattling objects are hung from a frame. The intention is to yield clusters of sounds or noises, and not to let individual strokes be perceived. Dancing shield with rattling rings.";"";"";"LEXICON_00003045";"5";"112.121";"";"Pendant rattles";;
;;;;;;"112.122 Sliding rattles";;;;"LEXICON_00000045";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when struck. Percussion results indirectly through a shaking movement executed by the player. Non-sonorous objects slide to and fro in the slots of the sonorous object so that the latter is made to vibrate; or sonorous objects slide to and fro in the slots of a non-sonorous object, to be set in vibration by the impacts. The intention is to yield clusters of sounds or noises, and not to let individual strokes be perceived. Anklung, sistrum with rods.";"";"";"LEXICON_00003013;LEXICON_00004871;LEXICON_00003037;LEXICON_00003041";"111";"112.122";"";"Sliding rattles";;
;;;;;"112.13 Vessel rattles";;;;;"LEXICON_00000046";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when struck. Percussion results indirectly through a shaking movement executed by the player. Rattling objects are enclosed in a vessel or are attached to a net slipped over a vessel. They strike against each other or against the walls of the vessel, or usually against both. The intention is to yield clusters of sounds or noises, and not to let individual strokes be perceived. Fruit shells with seeds, ‘pellet bells’ enclosing loose percussion pellets.";"";"";"LEXICON_00005848;LEXICON_00005688;LEXICON_00003014;LEXICON_00003017;LEXICON_00006634;LEXICON_00004661;LEXICON_00004580;LEXICON_00005167;LEXICON_00003020;LEXICON_00008366;LEXICON_00008365;LEXICON_00003021;LEXICON_00005210;LEXICON_00004864;LEXICON_00005520;LEXICON_00004620;LEXICON_00004621;LEXICON_00004623;LEXICON_00008300;LEXICON_00006307;LEXICON_00003030;LEXICON_00004751;LEXICON_00003031;LEXICON_00008355;LEXICON_00008353;LEXICON_00008349;LEXICON_00008343;LEXICON_00008351;LEXICON_00008342;LEXICON_00006676;LEXICON_00008325;LEXICON_00002412;LEXICON_00002411;LEXICON_00008322;LEXICON_00008320;LEXICON_00005689;LEXICON_00006827;LEXICON_00006321;LEXICON_00005449;LEXICON_00007057;LEXICON_00002415;LEXICON_00004624;LEXICON_00003043;LEXICON_00006695;LEXICON_00004626";"953";"112.13";"";"Vessel rattles";;
;;;;"112.2 Scraped idiophones";;;;;;"LEXICON_00000048";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when scraped. The player causes a scraping movement directly or indirectly. A non-sonorous object moves along the notched surface of a sonorous object, to be alternately lifted off the teeth and flicked against them; or an elastic sonorous object moves along the surface of a notched non-sonorous object to cause a series of impacts. This group must not be confused with that of friction idiophones.";"";"";"LEXICON_00006702";"27";"112.2";"";"Scraped idiophones";;
;;;;;"112.21 Scraped sticks";;;;;"LEXICON_00000049";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when scraped. A notched stick is scraped with a little stick.";"";"";"LEXICON_00004773;LEXICON_00003056";"22";"112.21";;"Scraped sticks";;
;;;;;;"112.211 Scraped sticks without resonator";;;;"LEXICON_00000050";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when scraped. A notched stick is scraped with a little stick. The notched stick has no resonator. S. America, India (notched musical bow), Congo.";"";"";"LEXICON_00006819;LEXICON_00008344";"0";"112.211";"";"Scraped sticks without resonator";;
;;;;;;"112.212 Scraped sticks with resonator";;;;"LEXICON_00000051";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when scraped. A notched stick is scraped with a little stick. The notched stick has an attached resonator. Usumbara, E. Asia (tiger).";"";"";"";"0";"112.212";"";"Scraped sticks with resonator";;
;;;;;"112.22 Scraped tubes";;;;;"LEXICON_00000052";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when scraped. A sonorous notched tube is scraped with a non-sonorous stick. S. India.";"";"";"LEXICON_00003054;LEXICON_00005332;LEXICON_00006703;LEXICON_00006799";"27";"112.22";;"Scraped tubes";;
;;;;;"112.23 Scraped vessels";;;;;"LEXICON_00000053";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when scraped. The corrugated surface of a vessel is scraped. S. America, Congo region.";"";"";"LEXICON_00003052;LEXICON_00008468;LEXICON_00003057;LEXICON_00003061";"60";"112.23";;"Scraped vessels";;
;;;;;"112.24 Scraped wheels or cog rattles";;;;;"LEXICON_00000054";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when scraped. There is a cog wheel, whose axle serves as the handle, and a tongue fixed in a frame which is free to turn on the handle; when whirled, the tongue strikes the teeth of the wheel one after another. Europe, India.";"";"";"LEXICON_00004581;LEXICON_00003011";"209";"112.24";"";"Scraped wheels or cog rattles";;
;;;;;"112.25 Scraped boards";;;;;"LEXICON_00000055";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when scraped. A notched board is scraped with a stick. Jazz washboard.";"";"";"LEXICON_00003060";"7";"112.25";;"Scraped boards";;
;;;;"112.3 Split idiophones";;;;;;"LEXICON_00000056";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound when struck. Instruments are in the shape of two springy arms connected at one end and touching at the other; in some instances the arms are forced apart by a little stick, to jingle or vibrate on recoil. China (huan t'u), Malacca, Persia (qašik), Balkans.";"";"";"";"0";"112.3";"";"Split idiophones";;
;;;"11-9 Mechanically driven struck idiophones";;;;;;;"LEXICON_00006409";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and may radiate sound without requiring stretched membranes or strings. The instrument is made to vibrate by being struck. Mechanically driven.";"";"";"";"0";"";"";"";"";
;;"12 Lamellaphones (or plucked idiophones)";;;;;;;;"LEXICON_00000057";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. Lamellae, i.e. elastic plaques, fixed at one end, are flexed and then released to return to their position of rest.";"";"";"LEXICON_00004836";"6";"";"";"Lamellaphones (or plucked idiophones)";;
;;;"121 Lamellaphones (or plucked idiophones) in the form of a frame";;;;;;;"LEXICON_00000058";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. Lamellae, i.e. elastic plaques, fixed at one end, are flexed and then released to return to their position of rest. The lamellae vibrate within a frame or hoop.";"";"";"LEXICON_00004834";"10";"121";"";"Lamellaphones (or plucked idiophones) in the form of a frame";;
;;;;"121.1 Clack idiophones";;;;;;"LEXICON_00000059";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. A lamella, i.e. elastic plaque, fixed at one end, is flexed and then released to return to its position of rest. The lamella is carved in the surface of a fruit shell, which serves as resonator. Melanesia (cricri).";"";"";"";"0";"121.1";"";"Clack idiophones";;
;;;;"121.2 Guimbardes";;;;;;"LEXICON_00000060";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. A lamella, i.e. elastic plaque, fixed at one end, is flexed and then released to return to its position of rest. The lamella is mounted in a rod- or plaque-shaped frame and depends on the player’s mouth cavity for resonance. Trumps (also known as jew's harps).";"";"";"LEXICON_00005156;LEXICON_00002864;LEXICON_00002861;LEXICON_00006143";"535";"121.2";"";"Guimbardes";;
;;;;;"121.21 Idioglot guimbardes";;;;;"LEXICON_00000061";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. A lamella, i.e. elastic plaque, fixed at one end, is flexed and then released to return to its position of rest. The lamella is carved within a rod- or plaque-shaped frame and depends on the player’s mouth cavity for resonance. The base of the lamella remains joined to the frame. India, Indonesia, Melanesia.";"";"";"LEXICON_00006793;LEXICON_00004939;LEXICON_00006794;LEXICON_00005271;LEXICON_00006675;LEXICON_00006323";"40";"121.21";"";"Idioglot guimbardes";;
;;;;;"121.22 Heteroglot guimbardes";;;;;"LEXICON_00000062";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. A lamella, i.e. elastic plaque, fixed at one end, is flexed and then released to return to its position of rest. The lamella is a separate piece from the rod- or plaque-shaped frame on which it is mounted. The instrument depends on the player’s mouth cavity for resonance.";"";"";"";"0";"121.22";"";"Heteroglot guimbardes";;
;;;;;;"121.221 (Single) heteroglot guimbardes";;;;"LEXICON_00000063";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. In an individual guimbarde a lamella, i.e. elastic plaque, fixed at one end, is flexed and then released to return to its position of rest. The lamella is a separate piece from the rod- or plaque-shaped frame on which it is mounted. The instrument depends on the player’s mouth cavity for resonance. Europe, India, China.";"";"";"LEXICON_00005170;LEXICON_00004746;LEXICON_00004747;LEXICON_00006306;LEXICON_00004748;LEXICON_00004749;LEXICON_00002865";"45";"121.221";"";"(Single) heteroglot guimbardes";;
;;;;;;"121.222 Sets of heteroglot guimbardes";;;;"LEXICON_00000064";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. A lamella, i.e. elastic plaque, fixed at one end, is flexed and then released to return to its position of rest. The lamella is a separate piece from the rod- or plaque-shaped frame on which it is mounted. Several heteroglot guimbardes of different pitches are combined to form a single instrument that depends on the player’s mouth cavity for resonance. Aura.";"";"";"";"0";"121.222";"";"Sets of heteroglot guimbardes";;
;;;"122 Lamellaphones (or plucked idiophones) in board- or comb-form";;;;;;;"LEXICON_00000065";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. Lamellae, i.e. elastic plaques, fixed at one end, are flexed and then released to return to their position of rest. The lamellae are attached to a board or cut out from a board like the teeth of a comb.";"";"";"LEXICON_00002912;LEXICON_00002942";"27";"122";"";"Lamellaphones (or plucked idiophones) in board- or comb-form";;
;;;;"122.1 Lamellaphones (or plucked idiophones) with laced-on, or hooked-in lamellae";;;;;;"LEXICON_00000066";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. Lamellae, i.e. elastic plaques, fixed at one end, are flexed and then released to return to their position of rest. The lamellae are laced on or hooked into a board.";"";"";"LEXICON_00002913;LEXICON_00002916;LEXICON_00002919;LEXICON_00002921;LEXICON_00008363;LEXICON_00002936;LEXICON_00002937;LEXICON_00002939;LEXICON_00002941";"135";"122.1";"";"Lamellaphones (or plucked idiophones) with laced-on, or hooked-in lamellae";;
;;;;;"122.11 Lamellaphones (or plucked idiophones) with laced-on, or hooked-in lamellae, without resonator";;;;;"LEXICON_00000067";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. Lamellae, i.e. elastic plaques, fixed at one end, are flexed and then released to return to their position of rest. The lamellae are laced on or hooked into a board. The instrument has no resonator.";"";"";"LEXICON_00002918;LEXICON_00002930;LEXICON_00002933;LEXICON_00002935;LEXICON_00002940;LEXICON_00002945;LEXICON_00002948";"3384";"122.11";"";"Lamellaphones (or plucked idiophones) with laced-on, or hooked-in lamellae, without resonator";;
;;;;;"122.12 Lamellaphones (or plucked idiophones) with laced-on, or hooked-in lamellae, with resonator";;;;;"LEXICON_00000068";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. Lamellae, i.e. elastic plaques, fixed at one end, are flexed and then released to return to their position of rest. The lamellae are laced on or hooked into a board. The instrument has a bowl or an integral box below the board, functioning as a resonator.";"";"";"LEXICON_00002923;LEXICON_00007058;LEXICON_00002930";"45";"122.12";"";"Lamellaphones (or plucked idiophones) with laced-on, or hooked-in lamellae, with resonator";;
;;;;"122.2 Lamellaphones (or plucked idiophones) with cut-out lamellae";;;;;;"LEXICON_00000069";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. Lamellae, i.e. elastic plaques, fixed at one end, are flexed and then released to return to their position of rest. The lamellae are of steel and are cut out in the form of a comb. Pins on a cylinder, or projections on a disc, pluck the lamellae. (Musical boxes).";"";"";"";"0";"122.2";"";"Lamellaphones (or plucked idiophones) with cut-out lamellae";;
;;;;;"122.2-8 Lamellaphones (or plucked idiophones) with cut-out lamellae with keyboard";;;;;"LEXICON_00006421";"NT";"Hornbostel - Sachs";"Standard";"The substance of the instrument itself, owing to its solidity and elasticity, vibrates and radiates sound. Lamellae, i.e. elastic plaques, fixed at one end, are flexed and then released to return to their position of rest. The lamellae are of steel and are cut out in the form of a comb. Pins on a cylinder, or projections on a disc, pluck the lamellae. With keyboard.";"";"";"LEXICON_00002930";"0";"";"";"";;
