Identifier;Level_1;Level_2;Level_3;Synonyms;YOUR LANGUAGE;Synonyms (YOUR LANGUAGE) ;H&S link;Nb of instruments;Définition;Original language;URI_DBPEDIA
LEXICON_00005196;;;Dvojicka;;;;LEXICON_00000305;0;;;
LEXICON_00005197;;;Dvojkinje;;;;LEXICON_00000308;0;;;
LEXICON_00003937;;;Dvojnice;;;;LEXICON_00000308;25;;;
LEXICON_00004708;;;Dvoyanka;"Dvoïka;Pichtalka";;;LEXICON_00000308;9;;;
LEXICON_00003938;;;Ekinimba;;;;LEXICON_00005630;0;;;
LEXICON_00003939;;;Embilta;;;;;0;;;
LEXICON_00005198;;;Embra;;;;LEXICON_00000247;0;;;
LEXICON_00003940;;;End-blown flute;;;;LEXICON_00000249;480;;;
LEXICON_00005716;;;English flageolet;;;;LEXICON_00000293;14;;;
LEXICON_00003942;;;Enkwanzi;"Enkwanze;Obulere";;;LEXICON_00000258;0;;;
LEXICON_00006128;;;Ere-mugu;;;;LEXICON_00000253;1;;;
LEXICON_00006129;;;Fa'aili'ofe;;;;LEXICON_00000258;1;;;
LEXICON_00006290;;;Fangufangu;Fango fango;;;LEXICON_00000264;2;;;
LEXICON_00006291;;;Feku;;;;LEXICON_00000252;1;;;
LEXICON_00004711;;;Fieould;;;;LEXICON_00000262;2;;;
LEXICON_00003945;;;Fife;"Pifano;Pifaro";;;LEXICON_00000268;90;;;
LEXICON_00004712;;;Firlinfeu;;;;LEXICON_00000262;11;;;
LEXICON_00003946;;;Flageolet;;;;"LEXICON_00000293;LEXICON_00000299";237;;;
LEXICON_00004713;;;Flaviol;;;;LEXICON_00000293;1;;;
LEXICON_00006664;;;Flejguta;;;;LEXICON_00000293;2;;;
LEXICON_00004714;;;Floyara;;;;LEXICON_00000252;3;;;
LEXICON_00003947;;;Fluier;"Floier;Floiera;Floira;Floyera;Fluer;Fluera;Fluiera;Fluir";;;;39;;;
LEXICON_00003955;;;Flute;Flauta;;;LEXICON_00000268;930;;;
LEXICON_00003959;;;Flûte d'accord;;;;LEXICON_00000280;8;;French;
LEXICON_00003960;;;Flûte d'amour;;;;LEXICON_00000268;4;;French;
LEXICON_00003961;;;Flûte harmonique;;;;LEXICON_00000310;0;;French;
LEXICON_00003962;;;Flûte Vermeulen;;;;;3;;French;
LEXICON_00003963;;;Flûtet;;;;LEXICON_00000293;2;;French;
LEXICON_00006130;;;Flutophone;;;;LEXICON_00000293;1;;;
LEXICON_00004715;;;Fobiol;"Caramillo;Fabiol";;;LEXICON_00000293;2;;;
LEXICON_00005764;;;French flageolet;;;;LEXICON_00000293;7;;;
LEXICON_00004718;;;Friscalettu;;;;LEXICON_00000293;1;;;
LEXICON_00003964;;;Frula;Svirala;;;;5;;;
LEXICON_00004719;;;Fuchsreize;;;;LEXICON_00000292;0;;;
LEXICON_00003966;;;Fue;"Fouye;Fuye";;;;1;;;
LEXICON_00003968;;;Fujara;;;;LEXICON_00000293;3;;;
LEXICON_00003969;;;Furulya;;;;LEXICON_00000293;2;;;
LEXICON_00005204;;;Gab;;;;LEXICON_00000253;1;;;
LEXICON_00004601;;;Gaita;Gaita embra y macho;;;LEXICON_00000282;0;;;
LEXICON_00003970;;;Galoubet;;;;LEXICON_00000293;92;;French;
LEXICON_00003971;;;Gasba;;;;;0;;;
LEXICON_00003972;;;Geling;"Gezi;Koling;Ko-tze";;;;36;;;
LEXICON_00003976;;;Gemshorn;;;;;4;;;
LEXICON_00003977;;;Gibeemba;;;;LEXICON_00000257;4;;;
LEXICON_00003978;;;Giorgi flute;;;;LEXICON_00000252;7;;;
LEXICON_00003979;;;Great bass recorder;Grossbass recorder;;;LEXICON_00000293;3;;;
LEXICON_00003980;;;Hityogiri;;;;LEXICON_00005630;0;;Japanese;
LEXICON_00005001;;;Hsiau;;;;;1;;;
LEXICON_00005469;;;Hun;;;;LEXICON_00000278;2;;;
LEXICON_00005235;;;Innenspaltflöte;;;;;3;;;
LEXICON_00005236;;;Jatun tukana;;;;LEXICON_00000294;0;;;
LEXICON_00005238;;;Jedinka;;;;LEXICON_00000293;0;;;
LEXICON_00004938;;;Jula jula;;;;;18;;;
LEXICON_00005239;;;Julajula;;;;LEXICON_00000262;0;;;
LEXICON_00003981;;;Kagurabue;Kagoura-fouye;;;;4;;;
LEXICON_00004720;;;Kakukkolo;Kakukkoló;;;LEXICON_00000247;1;;;
LEXICON_00006821;;;Kaleleng;;;;LEXICON_00000253;10;;;
LEXICON_00006300;;;Kaur;Ka'ur;;;LEXICON_00000258;1;;;
LEXICON_00003983;;;Kaval;"Chifte kavali;Kavali";;;LEXICON_00000253;35;;;
LEXICON_00003984;;;Kena;"Qena;Quena";;;LEXICON_00000253;115;;;
LEXICON_00003986;;;Khlui;;;;LEXICON_00000293;3;;;
LEXICON_00003987;;;Khluy;Khloy;;;;0;;;
LEXICON_00003989;;;Kiangl;;;;LEXICON_00000257;1;;;
LEXICON_00006131;;;Ko ling;;;;LEXICON_00000280;0;;;
LEXICON_00003990;;;Komabue;Koma-fouye;;;LEXICON_00000268;2;;;
LEXICON_00005266;;;Koncovka;Konkovka;;;;0;;;
LEXICON_00003992;;;Kooauau;Koauau;;;LEXICON_00000253;0;;;
LEXICON_00004721;;;Kurai;;;;LEXICON_00000293;6;;;
LEXICON_00004722;;;Kwakkelbeen;;;;;5;;;
LEXICON_00003994;;;Kwan;;;;;1;;;
LEXICON_00005268;;;Lakita;;;;;0;;;
LEXICON_00005435;;;Larchemi;Larcemi;;;LEXICON_00000258;0;;;
LEXICON_00004603;;;Lichiwayu;;;;LEXICON_00000251;8;;;
LEXICON_00003995;;;Longdi;"Longtoudi;Lung-tao-di";;;;10;;;
LEXICON_00006132;;;Lopotökduda;;;;LEXICON_00000253;2;;;
LEXICON_00003998;;;Lu;;;;LEXICON_00000255;4;;;
LEXICON_00003999;;;Ludaya;;;;LEXICON_00000267;2;;;
LEXICON_00004000;;;Luma;;;;;0;;;
LEXICON_00005286;;;Mala;;;;;0;;;
LEXICON_00005287;;;Maliche;;;;LEXICON_00000293;0;;;
LEXICON_00005288;;;Mama;;;;;0;;;
LEXICON_00004001;;;Masul;"Masula;Pik";;;;0;;;
LEXICON_00004004;;;Mbelen gwara;;;;LEXICON_00000249;3;;;
LEXICON_00006670;;;Meifluitje;;;;LEXICON_00000310;4;;;
LEXICON_00006806;;;Mimby;;;;LEXICON_00005627;0;;;
LEXICON_00004005;;;Mishiba;"Imsiba;Misiba";;;LEXICON_00000263;2;;;
LEXICON_00004008;;;Mobeke;;;;;0;;;
LEXICON_00004604;;;Mohoceno;;;;LEXICON_00000275;0;;;
LEXICON_00005289;;;Mohoceño;;;;;0;;;
LEXICON_00005494;;;Muhali;Mahali;;;;2;;;
LEXICON_00004009;;;Murali;;;;;5;;;
LEXICON_00004010;;;Mwanzi;;;;LEXICON_00000255;3;;;
LEXICON_00004948;;;Naka ya lehlaka;;;;;1;;;
LEXICON_00004949;;;Nama;;;;;2;;;
LEXICON_00004011;;;Nar;;;;;0;;;
LEXICON_00004229;;;Nay;"Nay chah;Ney;Shabbaba";;;LEXICON_00000253;68;;;
LEXICON_00004012;;;Ndere;"Olera;Omukuri";;;LEXICON_00005630;18;;;
LEXICON_00004015;;;Nguru;;;;;0;;Maori;
LEXICON_00004016;;;Nokan;;;;LEXICON_00000268;1;;;
LEXICON_00004017;;;Nose flute;;;;LEXICON_00000293;34;;;
LEXICON_00004018;;;Notched flute;;;;LEXICON_00000279;18;;;
LEXICON_00004019;;;Nyamulere;;;;LEXICON_00005630;1;;;
LEXICON_00004020;;;Ocarina;;;;LEXICON_00000304;496;;;
LEXICON_00004021;;;Omubanda;;;;;0;;;
LEXICON_00004605;;;One goot;;;;LEXICON_00000290;2;;;
LEXICON_00006313;;;Ong dich;Cai ong dich;;;LEXICON_00000268;0;;;
LEXICON_00005304;;;Orgo;;;;LEXICON_00000262;0;;;
LEXICON_00004022;;;Paixiao;"P'ai hsiao;Pai xiao;Pai-hsiao;Paisiau";;;LEXICON_00000258;1;;;
LEXICON_00006822;;;Paldong;;;;LEXICON_00005630;4;;;
LEXICON_00006823;;;Palendag;;;;LEXICON_00005630;2;;;
LEXICON_00004024;;;Panpipe;Pan pipe;;;LEXICON_00000258;552;;;
LEXICON_00006824;;;Parundag;;;;LEXICON_00005630;2;;;
LEXICON_00005305;;;Pava;Basari;;;LEXICON_00000268;0;;;
LEXICON_00004026;;;Penny whistle;Tin whistle;;;LEXICON_00000293;28;;;
LEXICON_00004606;;;Pfalawita;Palahuito;;;LEXICON_00000265;17;;;
LEXICON_00004028;;;Picco pipe;;;;LEXICON_00000293;8;;;
LEXICON_00004029;;;Piccolo flute;;;;LEXICON_00000268;175;;;
LEXICON_00004723;;;Piculina;Piculina;;;LEXICON_00000268;1;;;
LEXICON_00004954;;;Pifülka;;;;;1;;;
LEXICON_00006508;;;Pigeon flute;Pigeon whistle;;;;4;;;
LEXICON_00004608;;;Pincullo;"Pinkillo;Pinkullo";;;LEXICON_00000290;33;;;
LEXICON_00004724;;;Pist'ala;"Pistala;Pí_t'ala";;;LEXICON_00000293;1;;;
LEXICON_00004826;;;Pistalka;"Pastierska pí_t'alka;Pist'alka";;;LEXICON_00000293;2;;;
LEXICON_00005325;;;Pito;;;;LEXICON_00000295;1;;;
LEXICON_00004033;;;Pitu;;;;LEXICON_00000255;2;;;
LEXICON_00005329;;;P'ulu;;;;LEXICON_00000263;0;;;
LEXICON_00005444;;;Pusi p'iya;Pusipia;;;LEXICON_00000253;8;;;
LEXICON_00004034;;;Puutoorino;Putorino;;;LEXICON_00000343;2;;;
LEXICON_00004036;;;Qasaba;"Guesbate;Kesbate";;;LEXICON_00000253;9;;;
LEXICON_00004828;;;Quail lure;;;;;0;;;
LEXICON_00004039;;;Recorder;;;;LEXICON_00000293;328;;;
LEXICON_00004040;;;Reedpipe;;;;;4;;;
LEXICON_00005516;;;Ring flute;;;;;1;;;
LEXICON_00004041;;;Rondador;;;;LEXICON_00000262;17;;;
LEXICON_00005337;;;Ruisenor;;;;LEXICON_00000300;2;;;
LEXICON_00004042;;;Ryuteki;"Oteki;Riu-teki";;;LEXICON_00000268;7;;;
LEXICON_00005446;;;Salamiyya;Salamiya;;;LEXICON_00000253;14;;;
LEXICON_00005338;;;Salamuri;;;;LEXICON_00000293;0;;;
LEXICON_00004045;;;Saluang;;;;;0;;;
LEXICON_00005343;;;Sanka;;;;LEXICON_00000262;0;;;
LEXICON_00004046;;;Sao;;;;;15;;;
LEXICON_00004047;;;Satara;;;;;0;;;
LEXICON_00004048;;;Seljefloyte;;;;LEXICON_00000292;1;;;
LEXICON_00004049;;;Serdam;"Sordam;Surdam";;;LEXICON_00000253;5;;;
LEXICON_00004561;;;Sereu;;;;LEXICON_00000253;1;;;
LEXICON_00004052;;;Shabbaba;"Chabbabeh;Shabbab";;;LEXICON_00000293;3;;;
LEXICON_00004055;;;Shakuhachi;"Sakuhachi;Siaku-hachi";;;LEXICON_00005630;16;;;
LEXICON_00004058;;;Shilla-shilla;Chila chila;;;LEXICON_00000253;2;;;
LEXICON_00004060;;;Shinobue;Takebue;;;LEXICON_00000268;11;;;
LEXICON_00004061;;;Shuiniao;;;;LEXICON_00000300;1;;;
LEXICON_00004725;;;Shvi;;;;LEXICON_00000293;2;;;
LEXICON_00004829;;;Sifflet chanteur;;;;LEXICON_00000241;0;;;
LEXICON_00004064;;;Sigu nihu;;;;LEXICON_00000253;3;;;
LEXICON_00006133;;;Sijaltys;;;;LEXICON_00000293;2;;;
LEXICON_00004611;;;Siku;Sicu;;;LEXICON_00000262;19;;;
LEXICON_00005352;;;Sikuri;"Sikura;Sikuras";;;;0;;;
LEXICON_00004612;;;Silbador;;;;LEXICON_00000300;13;;;
LEXICON_00004613;;;Silbato;;;;LEXICON_00000278;2;;;
LEXICON_00004065;;;Sioulet cristedou;;;;LEXICON_00000280;3;;;
LEXICON_00004726;;;Sipovka;Gelaika;;;LEXICON_00000293;3;;;
LEXICON_00004728;;;Siringa;;;;LEXICON_00000262;4;;;
LEXICON_00004830;;;Siurell;;;;LEXICON_00000301;6;;;
LEXICON_00004066;;;Siyotanka;;;;;0;;;
LEXICON_00004729;;;Skuduciai;Skuduciai;;;LEXICON_00000262;2;;;
LEXICON_00005357;;;Slowli;;;;LEXICON_00000253;4;;;
LEXICON_00004068;;;Sodina;;;;;0;;;
LEXICON_00005358;;;Sogum;;;;LEXICON_00000268;0;;;
LEXICON_00004069;;;Sopilka;"Dentsivka;Dudka";;;LEXICON_00000293;16;;;
LEXICON_00004072;;;Sopranino recorder;;;;LEXICON_00000293;10;;;
LEXICON_00004730;;;Souravli;Souravlia;;;LEXICON_00000253;11;;;
LEXICON_00004732;;;Stabule;;;;LEXICON_00000293;2;;;
LEXICON_00004067;;;Stempelflöte;Slide flute;;;LEXICON_00000298;15;;;
LEXICON_00004073;;;Suffara;;;;LEXICON_00000253;3;;;
LEXICON_00004074;;;Sukwadi;;;;;0;;;
LEXICON_00005359;;;Suli;;;;LEXICON_00000263;0;;;
LEXICON_00005360;;;Sulim;;;;LEXICON_00000268;3;;;
LEXICON_00004075;;;Suling;Seruling;;;LEXICON_00000285;37;;;
LEXICON_00004968;;;Supeljka;;;;LEXICON_00000253;2;;;
LEXICON_00004077;;;Surune;;;;;3;;;
LEXICON_00004733;;;Svirala;;;;LEXICON_00000253;11;;;
LEXICON_00006358;;;Svirchitsa;;;;LEXICON_00000293;1;;;
LEXICON_00004078;;;Svirel;"Dvoichatka;Dvoinitsa";;;LEXICON_00000308;0;;;
LEXICON_00004734;;;Svirka;Sfirka;;;LEXICON_00000268;4;;;
LEXICON_00004735;;;Svistulka;Swistalka;;;LEXICON_00000302;5;;;
LEXICON_00004081;;;Swanee whistle;Slide whistle;;;LEXICON_00000298;17;;;
LEXICON_00004084;;;Syrinx;;;;;0;;;
LEXICON_00006689;;;Tabor pipe;;;;LEXICON_00000293;4;;;
LEXICON_00004085;;;Taegum;Daegeum;;;LEXICON_00000268;3;;;
LEXICON_00004914;;;Tanso;Danso;;;;7;;;
LEXICON_00005396;;;Tarba;;;;LEXICON_00000293;0;;;
LEXICON_00004831;;;Telenka;;;;LEXICON_00000252;4;;;
LEXICON_00004086;;;Tenor recorder;;;;LEXICON_00000293;42;;;
LEXICON_00004087;;;Third flute;;;;;6;;;
LEXICON_00004088;;;Tibia;;;;LEXICON_00000251;19;;;
LEXICON_00004089;;;Tilinca;Telinca;;;;2;;;
LEXICON_00004091;;;Tirio;Tirayu;;;;1;;;
LEXICON_00005399;;;Togus;;;;LEXICON_00000253;3;;;
LEXICON_00005400;;;Tongali;;;;;5;;;
LEXICON_00006357;;;T'ongso;;;;LEXICON_00005630;0;;;
LEXICON_00005404;;;Tourterelle;;;;LEXICON_00000296;0;;;
LEXICON_00005405;;;Toyos;;;;LEXICON_00000262;0;;;
LEXICON_00004093;;;Transverse flute;;;;LEXICON_00000268;1533;;;
LEXICON_00004096;;;Treble recorder;;;;LEXICON_00000293;38;;;
LEXICON_00006555;;;Triple flute;;;;;0;;;
LEXICON_00006134;;;Trojnice;;;;LEXICON_00000308;3;;;
LEXICON_00004738;;;Trstenke;;;;LEXICON_00000260;2;;;
LEXICON_00006360;;;Tulak;;;;LEXICON_00000265;6;;;
LEXICON_00004976;;;Tunda;;;;;1;;;
LEXICON_00005461;;;Tutek;Tütak;;;;0;;;
LEXICON_00004097;;;Txanbela;;;;;0;;Basque;
LEXICON_00004098;;;Txirula;;;;LEXICON_00000293;0;;Basque;
LEXICON_00004739;;;Valaska dvojka;"Dvojacka;Valaská dvojka";;;LEXICON_00000308;3;;;
LEXICON_00004740;;;Valaska pistela;Valaská pí_t'ela;;;;2;;;
LEXICON_00004099;;;Vamsa;Venu;;;LEXICON_00000342;20;;;
LEXICON_00004832;;;Vessel flute;;;;LEXICON_00000278;260;;;
LEXICON_00006809;;;Washint;;;;LEXICON_00000253;0;;;
LEXICON_00006696;;;Water whistle;;;;LEXICON_00000301;10;;;
LEXICON_00004101;;;Whistle;;;;"LEXICON_00000247;LEXICON_00000297;LEXICON_00000301;LEXICON_00000310";307;;;
LEXICON_00006725;;;Wildruf;;;;;0;;;
LEXICON_00006825;;;Wot;;;;LEXICON_00000258;0;;;
LEXICON_00004103;;;Xiao;"Hsiao;Pinxiao;T'ai-p'ing hsiao";;;LEXICON_00000293;26;;;
LEXICON_00006135;;;Xiflos;;;;LEXICON_00000253;2;;;
LEXICON_00004107;;;Xun;Hsiuen;;;LEXICON_00000278;1;;;
LEXICON_00004636;;;Zampona;Zampolla;;;LEXICON_00000262;11;;;
LEXICON_00004109;;;Zuffolo;;;;LEXICON_00000293;9;;Italian;
LEXICON_00004110;;Harmonicas;;;;;;0;;;
LEXICON_00004111;;;Harmonica;Mouth organ;;;LEXICON_00000236;168;;;
LEXICON_00004112;;;Melodica;;;;;4;;;
LEXICON_00004116;;Horns;;;;;;0;;;
LEXICON_00004117;;;Double horn;;;;LEXICON_00002170;5;;;
LEXICON_00005177;;;End-blown horn;Trompe à embouchure terminale;;;"LEXICON_00000344;LEXICON_00000345;LEXICON_00000347";80;;;
LEXICON_00004118;;;Horn;;;;LEXICON_00000347;86;;;
LEXICON_00004122;;;Huchet;;;;;3;;French;
LEXICON_00004123;;;Inventionshorn;;;;;35;;;
LEXICON_00004124;;;Natural cornet;Simple cornet;;;;0;;;
LEXICON_00004126;;;Natural horn;Naturhorn;;;LEXICON_00000347;174;;;
LEXICON_00004127;;;Oliphant;;;;;23;;;
LEXICON_00004128;;;Omnitonic horn;;;;LEXICON_00000347;19;;;
LEXICON_00006724;;;Parforce horn;;;;;0;;;
LEXICON_00004129;;;Post horn;;;;"LEXICON_00000333;LEXICON_00000344;LEXICON_00000347;LEXICON_00000354;LEXICON_00002169";39;;;
LEXICON_00006534;;;Russian horn;;;;LEXICON_00000358;19;;;
LEXICON_00004131;;;Shofar;Schofar;;;LEXICON_00000346;28;;;
LEXICON_00006402;;;Side-blown horn;;;;LEXICON_00006221;306;;;
LEXICON_00004133;;;Valve horn;;;;LEXICON_00002170;141;;;
LEXICON_00004136;;Hunting horns;;;;;;0;;;
LEXICON_00004137;;;Coach horn;;;;LEXICON_00000344;9;;;
LEXICON_00006718;;;Fox horn;;;;;0;;;
LEXICON_00004138;;;Hunting horn;;;;"LEXICON_00000344;LEXICON_00000347";95;;;
LEXICON_00006719;;;Jagdzink;;;;;0;;;
LEXICON_00004141;;;Reed horn;;;;"LEXICON_00000232;LEXICON_00000236;LEXICON_00000327";4;;;
LEXICON_00004142;;;Trompe de Lorraine;;;;LEXICON_00000347;7;;;
LEXICON_00004143;;Mouth organs;;;;;;0;;;
LEXICON_00004144;;;Bawu;"Ba wu;Bawo";;;LEXICON_00000330;3;;;
LEXICON_00004991;;;Bo-cioski;;;;;1;;;
LEXICON_00004145;;;Dinh nam;;;;LEXICON_00000236;1;;;
LEXICON_00005517;;;Keledi;;;;;10;;;
LEXICON_00004146;;;Ken be;;;;;2;;;
LEXICON_00004147;;;Ken meo;;;;LEXICON_00000236;1;;;
LEXICON_00004148;;;Khaen;"Khen;Khene;Phan";;;LEXICON_00000236;37;;;
LEXICON_00004152;;;Lu sheng;"Luschön;Lusheng";;;;0;;;
LEXICON_00004154;;;Mouth organ;;;;LEXICON_00000236;36;;;
LEXICON_00004155;;;Saenghwang;Saeng;;;;1;;;
LEXICON_00004157;;;Sheng;"Cheng;Scheng";;;LEXICON_00000236;35;;;
LEXICON_00004159;;;Sho;Scho-no-fouye;;;LEXICON_00000236;12;;;
LEXICON_00004161;;;Sumpotan;"Sompotan;Sumpotang";;;LEXICON_00000236;2;;;
LEXICON_00006056;;;Symphonium;;;;LEXICON_00000236;6;;;
LEXICON_00004164;;Oboes;;;;;LEXICON_00000314;0;;;
LEXICON_00004168;;;Algaita;;;;LEXICON_00000318;3;;;
LEXICON_00004169;;;Alto crumhorn;;;;LEXICON_00000317;8;;;
LEXICON_00004170;;;Alto rothophone;;;;;3;;;
LEXICON_00004171;;;Alto shawm;;;;;23;;;
LEXICON_00004173;;;Aulos;;;;LEXICON_00000320;13;;;
LEXICON_00004174;;;Baritone rothophone;;;;;3;;;
LEXICON_00004175;;;Bass crumhorn;;;;LEXICON_00000317;5;;;
LEXICON_00006400;;;Bass oboe;;;;LEXICON_00000318;1;;;
LEXICON_00004176;;;Bass rothophone;;;;;1;;;
LEXICON_00004177;;;Bass shawm;;;;;7;;;
LEXICON_00004179;;;Basse de musette;Basset-Oboe;;;;7;;French;
LEXICON_00004181;;;Bombarde;;;;LEXICON_00000318;8;;French;
LEXICON_00005158;;;Borazan;;;;;1;;;
LEXICON_00004182;;;Cane oboe;;;;;1;;;
LEXICON_00004184;;;Chalumeau;;;;LEXICON_00000326;12;;;
LEXICON_00004185;;;Chalumeau double;;;;;7;;;
LEXICON_00004186;;;Chirimia;;;;LEXICON_00000321;6;;;
LEXICON_00004187;;;Clari;;;;;0;;;
LEXICON_00004197;;;Cor anglais;English horn;;;LEXICON_00000318;115;;;
LEXICON_00004188;;;Cornamusa;;;;LEXICON_00000317;5;;;
LEXICON_00004189;;;Crumhorn;;;;;25;;;
LEXICON_00006644;;;Cwane;Cwâne;;;;3;;;
LEXICON_00004191;;;Dessus de musette;Hautbois d'église;;;LEXICON_00000318;8;;French;
LEXICON_00004193;;;Diple;;;;LEXICON_00000319;9;;;
LEXICON_00004194;;;Dolzaina;Dulzaina;;;;3;;;
LEXICON_00004196;;;Doppioni;;;;;0;;;
LEXICON_00006554;;;Double oboe;;;;;0;;;
LEXICON_00006292;;;Duduk;;;;LEXICON_00000315;0;;;
LEXICON_00004198;;;Eraqyeh;E'râqyeh;;;LEXICON_00000317;4;;;
LEXICON_00004200;;;Ghayta;"Ghaita;Raita";;;LEXICON_00000318;5;;;
LEXICON_00004203;;;Gheteh;;;;LEXICON_00000326;1;;;
LEXICON_00004764;;;Graile;;;;;2;;;
LEXICON_00004204;;;Gralla;;;;;7;;;
LEXICON_00004205;;;Great bass shawm;;;;;0;;;
LEXICON_00004206;;;Guan;"Bili;Guanzi;Houguan;Kouan;Kwan-tze;Pi-li";;;LEXICON_00000317;11;;;
LEXICON_00005227;;;Gya ling;;;;LEXICON_00000318;2;;;
LEXICON_00004211;;;Hautbois de Poitou;Poitou oboe;;;;4;;French;
LEXICON_00005530;;;Hautbois musette;;;;;26;;French;
LEXICON_00004214;;;Heckelphone;;;;LEXICON_00000318;3;;;
LEXICON_00004215;;;Hichiriki;"Hichi-riki;Hitschiriki";;;LEXICON_00000317;8;;;
LEXICON_00004217;;;High treble shawm;;;;;0;;;
LEXICON_00004218;;;Hnè;;;;;3;;;
LEXICON_00006661;;;Hoep;;;;LEXICON_00000318;5;;;
LEXICON_00005234;;;Hyang p'iri;;;;;1;;;
LEXICON_00004874;;;Kalama;;;;LEXICON_00000317;2;;;
LEXICON_00004219;;;Ken;Cai ken;;;;4;;;
LEXICON_00004221;;;Ken bau;"Cai ken loa;Ken o boa";;;;4;;;
LEXICON_00004881;;;Moska;;;;LEXICON_00000314;0;;;
LEXICON_00004224;;;Mukhavina;Mohori;;;;1;;;
LEXICON_00004226;;;Nagasvaram;Nagaswaram;;;;4;;;
LEXICON_00004228;;;Nai;;;;;10;;;
LEXICON_00005301;;;Napiri;;;;;0;;;
LEXICON_00004232;;;Oboe;;;;LEXICON_00000318;897;;;
LEXICON_00004233;;;Oboe da caccia;Oboe of the chase;;;;13;;Italian;
LEXICON_00004236;;;Oboe d'amore;;;;LEXICON_00000318;38;;Italian;
LEXICON_00004883;;;Ottu;;;;;1;;;
LEXICON_00004237;;;Pi;Pee;;;;2;;;
LEXICON_00005322;;;Pi mon;;;;LEXICON_00000318;1;;;
LEXICON_00004239;;;Piffaro;;;;LEXICON_00000318;12;;Italian;
LEXICON_00004240;;;P'iri;Piri;;;LEXICON_00000317;6;;;
LEXICON_00004558;;;Practice chanter;;;;;13;;;
LEXICON_00005328;;;Pujamahali;;;;;0;;;
LEXICON_00004961;;;Rauschpfeife;;;;;3;;;
LEXICON_00004242;;;Rgya-gling;"Gya ling;Gyaling;Gya-ling;Jahlin;Jah-lin;Jahling;Jah-ling";;;LEXICON_00000317;3;;;
LEXICON_00004243;;;Rothophone;Rothphone;;;;0;;;
LEXICON_00004245;;;Sahnai;"Sanai;Shahnai;Shanai;Shehnai";;;;22;;;
LEXICON_00004766;;;Salamuri;Duduki;;;LEXICON_00000293;0;;;
LEXICON_00004250;;;Sarunai;"Sarinai;Sarune;Sarunei;Serunai;Serune";;;LEXICON_00000323;10;;;
LEXICON_00004256;;;Schreyerpfeife;;;;;5;;;
LEXICON_00004257;;;Selompret;;;;;1;;;
LEXICON_00004258;;;Shawm;"Calamula;Pommer;Schalmei;Schalmey";;;LEXICON_00000318;67;;;
LEXICON_00004619;;;Sk'a'na;;;;LEXICON_00000315;1;;;
LEXICON_00004263;;;Soprano crumhorn;;;;LEXICON_00000317;1;;;
LEXICON_00004264;;;Sralai;Sralay;;;;0;;;
LEXICON_00004266;;;Still shawm;;;;LEXICON_00000317;2;;English;
LEXICON_00004267;;;Suona;"Heang tei;Ken ban;Laba;Shu-ti;Sona;So-na";;;LEXICON_00000318;58;;;
LEXICON_00004273;;;Surnay;"Surna;Surnai";;;;6;;;
LEXICON_00004912;;;T'aep'yongso;Taepyeongso;;;;1;;;
LEXICON_00004276;;;Tarogato;"Taragot;Tarakava;Torogoata";;;LEXICON_00000327;11;;;
LEXICON_00004280;;;Tarompet;;;;LEXICON_00000318;3;;;
LEXICON_00005401;;;Tarpa;;;;LEXICON_00000328;0;;;
LEXICON_00004281;;;Tenor crumhorn;;;;LEXICON_00000317;10;;;
LEXICON_00004282;;;Tenor oboe;;;;LEXICON_00000318;4;;;
LEXICON_00004283;;;Tenor rothophone;;;;;1;;;
LEXICON_00004284;;;Tenor shawm;;;;;8;;;
LEXICON_00004285;;;Tenora;;;;LEXICON_00000318;7;;;
LEXICON_00005402;;;Tormay;;;;LEXICON_00000328;0;;;
LEXICON_00005403;;;Touloum;;;;LEXICON_00000312;1;;;
LEXICON_00004287;;;Treble shawm;Soprano shawm;;;LEXICON_00000318;19;;;
LEXICON_00005407;;;Vilvile;;;;LEXICON_00000317;0;;;
LEXICON_00004768;;;Whithorn;;;;;2;;;
LEXICON_00004289;;;Zamr;"Zamr el-soghayr;Zmr";;;LEXICON_00000318;0;;;
LEXICON_00004978;;;Zurla;;;;;3;;;
LEXICON_00004291;;;Zurna;"Sorna;Zourna";;;LEXICON_00000318;41;;;
LEXICON_00004294;;Ophicleides;;;;;;0;;;
LEXICON_00004295;;;Alto ophicleide;;;;LEXICON_00006500;0;;;
LEXICON_00004296;;;Bass ophicleide;;;;LEXICON_00006500;6;;;
LEXICON_00004297;;;Contrabass ophicleid;;;;LEXICON_00006500;0;;;
LEXICON_00004299;;;Ophicleide;;;;LEXICON_00006500;61;;;
LEXICON_00004300;;;Quinticlave;;;;LEXICON_00000355;1;;;
LEXICON_00004301;;;Serpentcleide;;;;LEXICON_00000355;2;;;
LEXICON_00004302;;;Tuba-Dupré;;;;LEXICON_00006500;9;;French;
LEXICON_00004309;;Others;;;;;;0;;;
LEXICON_00004310;;;Aerophone;;;;;10;;;
LEXICON_00004311;;;Bilangdao;Hulusi;;;;7;;;
LEXICON_00004837;;;Free aerophone;;;;LEXICON_00000226;23;;;
LEXICON_00006648;;;Free reed instrument;;;;LEXICON_00000235;14;;;
LEXICON_00005518;;;Gangsingang;;;;;0;;;
LEXICON_00005695;;;Humming top;;;;LEXICON_00000240;6;;;
LEXICON_00006112;;;Implosive aerophone;;;;LEXICON_00000244;9;;;
LEXICON_00006405;;;Klaxon effect;;;;LEXICON_00000232;1;;;
